,country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year"
1,Afghanistan,2016,4.220168591,7.461400986,0.559071779,52.01652908,0.522566199,0.057072122,0.793245554,0.564952672,0.348332286,0.324989557,-1.917693496,-1.432547569,1.796219468,0.42562741,NA,0.418629497
2,Afghanistan,2017,2.66171813,7.460143566,0.490880072,52.33952713,0.427010864,-0.106340349,0.954392552,0.49634856,0.371326178,0.261178523,NA,NA,1.454050779,0.546282768,NA,0.286598861
3,Albania,2016,4.511100769,9.337774277,0.638411462,68.87181091,0.72981894,-0.023275997,0.901070774,0.675243735,0.321705997,0.400909811,0.208455563,-0.139161408,2.646668196,0.586701214,0.30325,0.416540354
4,Albania,2017,4.639548302,9.373718262,0.637698293,69.05165863,0.74961102,-0.035140377,0.876134634,0.669240892,0.33388412,0.457737535,NA,NA,2.682104826,0.578096092,0.30325,0.41048798
5,Algeria,2016,5.340853691,9.541166306,0.748588264,65.50951385,NA,NA,NA,0.66051048,0.377111971,NA,-1.008261681,-0.814303935,2.114553452,0.395920485,0.276,0.604616702
6,Algeria,2017,5.248912334,9.540244102,0.806753874,65.69918823,0.436670482,-0.194670126,0.699774206,0.641979635,0.288710028,NA,NA,NA,2.039764643,0.388607115,0.276,0.527555764
7,Argentina,2016,6.427221298,9.824954987,0.882819116,67.39851379,0.847702205,-0.191952422,0.850924492,0.841906726,0.311646461,0.419561833,0.381369591,-0.238001987,2.127108574,0.330953062,0.476066667,0.332070827
8,Argentina,2017,6.039330006,9.843519211,0.906699121,67.53870392,0.831966162,-0.186299905,0.841052473,0.809422612,0.291717261,0.305430293,NA,NA,2.409328938,0.398939759,0.476066667,0.394175798
9,Armenia,2016,4.325471878,9.010698318,0.709218323,64.96273041,0.610986948,-0.158838838,0.921421051,0.593600273,0.437227815,0.184713036,-0.609074652,-0.143277928,2.126364231,0.491591275,0.325066667,0.381563634
10,Armenia,2017,4.287736416,9.034710884,0.697924912,65.12568665,0.613697052,-0.132166177,0.86468333,0.625013828,0.43714875,0.246900991,NA,NA,2.325378895,0.54233253,0.325066667,0.478876591
11,Australia,2016,7.250080109,10.70131111,0.942334235,72.65033722,0.922315717,0.223268315,0.398545116,0.790868282,0.236085787,0.452731758,1.132216096,1.751191378,1.698827863,0.234318495,0.34275,0.520914137
12,Australia,2017,7.25703764,10.71182728,0.949957848,72.78334045,0.910550177,0.301693261,0.411346525,0.780078888,0.225360975,0.45340696,NA,NA,1.745698929,0.240552559,0.34275,0.428340912
13,Austria,2016,7.048071861,10.70004845,0.926318586,72.04971313,0.888513982,0.071684547,0.52364099,0.755902588,0.197423846,0.432638228,1.05376327,1.568969846,1.704400182,0.241825029,0.303818182,0.292294294
14,Austria,2017,7.293727875,10.71622562,0.906217813,72.35971069,0.890030563,0.124996737,0.518303812,0.747568727,0.18026872,0.43590793,NA,NA,1.561061978,0.214028001,0.303818182,0.322941631
15,Azerbaijan,2016,5.303894997,9.679969788,0.777271032,62.96992874,0.712573171,-0.227940142,0.606770813,0.597593486,0.191117197,0.734052122,-1.236555338,-0.468448669,1.613181591,0.304150373,0.228833333,0.288716018
16,Azerbaijan,2017,5.152279377,9.65392971,0.787039399,63.07531357,0.731030464,-0.247480661,0.652539015,0.592359245,0.19831866,0.766583443,NA,NA,1.673756838,0.324857533,0.228833333,0.313743263
17,Bahrain,2016,6.169673443,10.70677662,0.862700105,66.00422668,0.888691068,0.071743779,NA,0.787187219,0.283466339,NA,-1.154168129,0.333238959,2.259225607,0.366182357,NA,0.482455522
18,Bahrain,2017,6.227320671,10.68671322,0.875747144,66.12399292,0.905858517,0.120759174,NA,0.813570559,0.289759517,NA,NA,NA,2.215525627,0.355775088,NA,0.446609318
19,Bangladesh,2016,4.5561409,8.107524872,0.649116933,62.20419693,0.874700487,-0.082764864,0.687853634,0.559939086,0.235022455,0.845429063,-0.899546862,-0.719571948,1.982582808,0.435145199,0.329,0.440177441
20,Bangladesh,2017,4.309771061,8.163092613,0.712552786,62.50415421,0.896217167,0.017536195,0.635014474,0.568827093,0.21350576,0.876646459,NA,NA,1.865365982,0.432822526,0.329,0.53275013
21,Belarus,2016,5.177899361,9.725690842,0.926551104,66.02493286,0.658228815,-0.136783347,0.664055169,0.553870201,0.182106122,0.452669024,-0.635685742,-0.630231619,1.777631164,0.34331125,0.281875,0.316431254
22,Belarus,2017,5.552915096,9.719829559,0.900255799,66.60596466,0.620979249,-0.130582094,0.654113412,0.540905774,0.232768074,0.447916299,NA,NA,1.662563682,0.299403757,0.281875,0.283250213
23,Belgium,2016,6.948936462,10.64682102,0.928964078,72.14292908,0.865759015,-0.064890452,0.4966591,0.764590085,0.259653389,0.419177502,0.91794914,1.418199778,1.497023702,0.215432063,0.285181818,0.348629802
24,Belgium,2017,6.928347588,10.65765381,0.921639085,72.14292908,0.856801987,0.045481469,0.543046057,0.786367595,0.233597696,0.449731916,NA,NA,1.510013223,0.217947096,0.285181818,0.354373842
25,Benin,2016,4.007357597,7.605870724,0.492815852,51.56885147,0.779795229,-0.040266801,0.837715745,0.608236969,0.455767602,0.63744539,0.275336444,-0.557726622,2.191754103,0.546932518,0.432666667,0.464345634
26,Benin,2017,4.853180885,7.632502556,0.435878992,51.79475021,0.72680825,-0.040269434,0.767234623,0.614722311,0.457920343,0.615089297,NA,NA,2.998126507,0.617765248,0.432666667,0.5770697
27,Bolivia,2016,5.769723415,8.811049461,0.795958757,59.99718094,0.881748736,-0.042584933,0.852592945,0.783008873,0.376412243,0.40174228,-0.097718753,-0.852042377,2.050573111,0.355402321,0.531642857,0.430949569
28,Bolivia,2017,5.65055275,8.832608223,0.778661788,60.34379578,0.883904934,-0.115987852,0.819261968,0.698195398,0.43394354,0.427632958,NA,NA,2.250484228,0.398276836,0.531642857,0.40588659
29,Bosnia and Herzegovina,2016,5.180865288,9.334980965,0.807705104,67.83840942,0.633453727,0.132285133,0.957311988,0.640764356,0.304080278,0.212188497,-0.27105844,-0.341164827,2.216048717,0.427737176,0.32725,0.398743331
30,Bosnia and Herzegovina,2017,5.089902401,9.371712685,0.775295258,67.99448395,0.563798666,0.089589462,0.923343062,0.597341657,0.270745516,0.126379713,NA,NA,2.281006575,0.448143482,0.32725,0.486203879
31,Botswana,2016,3.498936653,9.662895203,0.768302798,57.10989761,0.851694882,-0.262038291,0.729171813,0.68566674,0.251836598,0.803130805,0.758626878,0.622945905,2.685791492,0.767602205,0.626,0.658420265
32,Botswana,2017,3.504881144,9.6836586,0.768258631,58.01321411,0.817308009,-0.258249283,0.731441498,0.656396449,0.276252508,0.770821095,NA,NA,2.669425488,0.761630833,0.626,0.637864351
33,Brazil,2016,6.374817371,9.548503876,0.912455142,65.2454071,0.806571543,-0.112877078,0.781092763,0.763112426,0.30208382,0.264140248,0.010510072,-0.226890311,2.518039227,0.394997865,0.550214286,0.450316846
34,Brazil,2017,6.332929134,9.547693253,0.904694259,65.45373535,0.764792562,-0.187264696,0.794457376,0.715945125,0.307716906,0.16549027,NA,NA,2.530506134,0.399579108,0.550214286,0.39262256
35,Bulgaria,2016,4.837560654,9.786640167,0.92603606,66.4154892,0.700265527,-0.176258981,0.935988188,0.62185514,0.171699852,0.221241772,0.231031746,0.187336802,1.917592525,0.396396577,0.354666667,0.353391379
36,Bulgaria,2017,5.096901894,9.822961807,0.94175458,66.4154892,0.689047039,-0.160038665,0.910799742,0.614216745,0.188637346,0.326087952,NA,NA,1.852363825,0.363429368,0.354666667,0.343219519
37,Burkina Faso,2016,4.205634594,7.403783321,0.764401138,51.99484634,0.644681513,0.011582303,0.720542431,0.616066873,0.337300181,0.663711369,-0.453631699,-0.378775179,1.966713428,0.467637748,0.394666667,0.559157968
38,Burkina Faso,2017,4.646891117,7.434531212,0.784761369,52.3994751,0.613774717,-0.051286779,0.727451324,0.585172474,0.353821069,0.540656149,NA,NA,2.19759202,0.472916603,0.394666667,0.553144336
39,Cambodia,2016,4.461259365,8.150504112,0.745901227,58.32095718,0.957821488,0.075221501,0.840416849,0.838551998,0.398200303,0.739886224,-0.482522547,-0.888280451,2.560576439,0.573958218,NA,0.548649073
40,Cambodia,2017,4.585842133,8.202580452,0.765094936,58.63087463,0.963774681,0.086719364,0.821022928,0.798616648,0.40828383,0.752442479,NA,NA,2.732651472,0.595888674,NA,0.545690596
41,Cameroon,2016,4.816232204,8.115765572,0.659299791,49.73761749,0.71250701,-0.00575576,0.87945056,0.661523461,0.367093384,0.621221066,-0.988149583,-0.926232636,2.363250971,0.490684599,0.438,0.559192836
42,Cameroon,2017,5.07405138,8.128399849,0.69459641,50.14022446,0.766945004,-0.031055631,0.84358561,0.632338762,0.377498746,0.578775525,NA,NA,2.815224409,0.55482775,0.438,0.565237224
43,Canada,2016,7.244845867,10.6709938,0.924392521,72.26780701,0.912423909,0.19691582,0.385090441,0.824586391,0.237422869,0.618195295,1.310352206,1.838850021,1.776463032,0.245203704,0.3368,0.606446326
44,Central African Republic,2016,2.693061113,6.473706245,0.29018417,43.98196793,0.624056518,0.058876671,0.859073043,0.578653812,0.49426806,0.748754561,-1.433270812,-1.578397632,2.250887394,0.835810006,0.499,0.660534203
45,Central African Republic,2017,3.475862026,NA,0.319589138,44.64535141,0.645252347,NA,0.889566004,0.613865197,0.599335492,0.650284886,NA,NA,2.807073832,0.807590723,0.499,0.715371251
46,Chad,2016,4.029350281,7.520730019,0.616204858,45.66236115,0.525222123,0.043290634,0.819788873,0.582458258,0.467566758,0.513021767,-1.275645733,-1.388920188,2.435532808,0.60444802,0.4155,0.50333178
47,Chad,2017,4.558937073,7.490785122,0.660615563,45.98406219,0.614849687,-0.002929057,0.792389929,0.627503157,0.53824544,0.473544389,NA,NA,2.880960464,0.631936908,0.4155,0.561519265
